Province,District,Candidate,Residence,Occupation,Number of Votes,Number of Votes Percent,Number Majority,Majority Percent
"British Columbia/Colombie-Britannique","Kamloops--Thompson","Brian Carroll N.D.P./N.P.D.","Kamloops, BC/C.-B.","Conductor/Locomotive Operator/Chef de train/conducteur de locomotive",13379,26.19,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson","Grant Fraser Green Party/Parti Vert","Kamloops, BC/C.-B.","Technical Support Agent/Agent de soutien technique",2213,4.33,,
"British Columbia/Colombie-Britannique","Kamloops--Thompson","Arjun Singh Independent/Indépendant","Kamloops, BC/C.-B.","Internet Coach/Formateur en Internet",440,.86,,
"British Columbia/Colombie-Britannique","Kelowna","Werner Schmidt ** Conservative/conservateur","Kelowna, BC/C.-B.","Parliamentarian/Parlementaire",25553,48,     11444,  21.5
"British Columbia/Colombie-Britannique","Kelowna","Vern Nielsen Liberal/Libéral","Kelowna, BC/C.-B.","Business Person/Homme d'affaires",14109,26.5,,
"British Columbia/Colombie-Britannique","Kelowna","Starleigh Grass N.D.P./N.P.D.","Kelowna, BC/C.-B.","Student/Étudiante",8954,16.82,,
"British Columbia/Colombie-Britannique","Kelowna","Kevin Ade Green Party/Parti Vert","Kelowna, BC/C.-B.","Artist/Artiste",3903,7.33,,
"British Columbia/Colombie-Britannique","Kelowna","Huguette Plourde Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Office Clerk /Commis de bureau",447,.84,,
"British Columbia/Colombie-Britannique","Kelowna","Michael Cassidyne-Hook Canadian Action/Action canadienne","Kelowna, BC/C.-B.","Publisher/Éditeur",271,.51,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Jim Abbott ** Conservative/conservateur","Wasa, BC/C.-B.","Parliamentarian/Parlementaire",21336,52.02,     11564,  28.2
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Brent Bush N.D.P./N.P.D.","Kimberley, BC/C.-B.","Letter Carrier/Facteur",9772,23.82,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Ross Priest Liberal/Libéral","Cranbrook, BC/C.-B.","Mayor/Maire ",7351,17.92,,
"British Columbia/Colombie-Britannique","Kootenay--Columbia","Carmen Gustafson Green Party/Parti Vert","Golden, BC/C.-B.","Student/Étudiante",2558,6.24,,
"British Columbia/Colombie-Britannique","Langley","Mark Warawa Conservative/conservateur","Langley, BC/C.-B.","Loss Prevention Officer/Agent de prévention des pertes",24390,47.7,     11741,  23.0
"British Columbia/Colombie-Britannique","Langley","Kim Richter Liberal/Libéral","Langley, BC/C.-B.","College Professor/Professeure au collège",12649,24.74,,
"British Columbia/Colombie-Britannique","Langley","Dean Morrison N.D.P./N.P.D.","Langley, BC/C.-B.","Painting Contractor/Entrepreneur en peinture",8568,16.75,,
"British Columbia/Colombie-Britannique","Langley","Patrick Meyer Green Party/Parti Vert","Langley, BC/C.-B.","Project Manager/Gestionnaire de projets",3108,6.08,,
"British Columbia/Colombie-Britannique","Langley","Mel Kositsky Independent/Indépendant","Langley, BC/C.-B.","Municipal Councillor/Journalist/Conseiller municipal/journaliste",2422,4.74,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","James D Lunney ** Conservative/conservateur","Parksville, BC/C.-B.","Doctor of Chiropractic/Chiropraticien",23158,39.07,      4006,   6.8
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Scott Fraser N.D.P./N.P.D.","Tofino, BC/C.-B.","Assistant Harbour Manager/Responsable adjoint de port ",19152,32.31,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Hira Chopra Liberal/Libéral","Port Alberni, BC/C.-B.","Business Person/Homme d'affaires ",11770,19.86,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","David Wright Green Party/Parti Vert","Nanaimo, BC/C.-B.","Lawyer/Avocat",4357,7.35,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Michael Mann Marijuana Party/Parti Marijuana","Port Alberni, BC/C.-B.","Pensioner/Activist/Pensionné/activiste",560,.94,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Diana E. Lifton Canadian Action/Action canadienne","Nanoose Bay, BC/C.-B.","Teacher (Retired)/Enseignante (retraitée)",201,.34,,
"British Columbia/Colombie-Britannique","Nanaimo--Alberni","Barbara Biley Marxist-Leninist/Marxiste-Léniniste","Courtenay, BC/C.-B.","Health Care Worker/Travailleuse de la santé",80,.13,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Jean Crowder N.D.P./N.P.D.","Duncan, BC/C.-B.","Municipal Councillor/Conseillère municipale",25243,43.71,      6315,  10.9
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Dave Quist Conservative/conservateur","Ottawa, Ont/Ont.","Executive Assistant/Adjoint de direction",18928,32.78,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Lloyd Macilquham Liberal/Libéral","Nanaimo, BC/C.-B.","Lawyer/Avocat",9257,16.03,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Harold Henn Green Party/Parti Vert","Nanaimo, BC/C.-B.","Papermaker/Ouvrier à la fabrication du papier",3822,6.62,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Jeffrey Ian Warr Canadian Action/Action canadienne","Gabriola Island 5, BC/C.-B.","Music Teacher/Professeur de musique",270,.47,,
"British Columbia/Colombie-Britannique","Nanaimo--Cowichan","Brunie Brunie Independent/Indépendant","Nanaimo, BC/C.-B.","Community Service Volunteer/Bénévole en service communautaire",229,.4,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Gurmant Grewal ** Conservative/conservateur","Surrey, BC/C.-B.","Parliamentarian/Parlementaire",13529,32.82,       520,   1.3
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Sukh Dhaliwal Liberal/Libéral","Surrey, BC/C.-B.","Business Person/Homme d'affaires ",13009,31.55,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Nancy Clegg N.D.P./N.P.D.","Delta, BC/C.-B.","College Instructor/Formatrice au niveau collégial",12037,29.2,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","John Hague Green Party/Parti Vert","Delta, BC/C.-B.","Chartered Accountant/Commercial Mediator /Comptable agréé/médiateur commercial",2555,6.2,,
"British Columbia/Colombie-Britannique","Newton--North Delta/Newton--Delta-Nord","Nazir Rizvi Communist/Communiste","Delta, BC/C.-B.","Teacher (Retired)/Enseignant (retraité)",98,.24,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Paul Forseth ** Conservative/conservateur","New Westminster, BC/C.-B.","Parliamentarian/Parlementaire",15693,32.87,       113,   0.2
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Steve McClurg N.D.P./N.P.D.","New Westminster, BC/C.-B.","Public Affairs Consultant/Conseiller en affaires publiques",15580,32.64,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Dave Haggard Liberal/Libéral","Burnaby, BC/C.-B.","Former President /Ancien président ",13080,27.4,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Carli Travers Green Party/Parti Vert","Coquitlam, BC/C.-B.","Program Coordinator/Student/Coordonnatrice de programme/étudiante",2684,5.62,,
"British Columbia/Colombie-Britannique","New Westminster--Coquitlam","Jack Hummelman Christian Heritage Party/Parti de l'Héritage Chrétien","New Westminster, BC/C.-B.","Salesperson/Vendeur",700,1.47,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Darrel Stinson ** Conservative/conservateur","Armstrong, BC/C.-B.","Parliamentarian/Parlementaire",24014,46.39,     11486,  22.2
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Alice Brown N.D.P./N.P.D.","Falkland, BC/C.-B.","Industrial Electrician/Électricienne industrielle",12528,24.2,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Will Hansma Liberal/Libéral","Spallumcheen, BC/C.-B.","Press Operator/Opérateur sur presse",11636,22.48,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Erin Nelson Green Party/Parti Vert","Coldstream, BC/C.-B.","Stationary Engineer/Mécanicien de machines fixes",2333,4.51,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Blair T. Longley Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Marijuana Party President/Président du Parti Marijuana",492,.95,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Gordon Campbell No Affiliation/Aucune appartenance","Armstrong, BC/C.-B.","Retailer/Détaillant",401,.77,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","Claire A. Foss Canadian Action/Action canadienne","Lumby, BC/C.-B.","Retired/Retraité",257,.5,,
"British Columbia/Colombie-Britannique","North Okanagan--Shuswap/Okanagan-Nord--Shuswap","K. No. Daniels No Affiliation/Aucune appartenance","Armstrong, BC/C.-B.","/",104,.2,,
"British Columbia/Colombie-Britannique","North Vancouver","Don H. Bell Liberal/Libéral","North Vancouver, BC/C.-B.","Mayor/Maire",22619,40.03,      2071,   3.7
"British Columbia/Colombie-Britannique","North Vancouver","Ted White ** Conservative/conservateur","Westbank, BC/C.-B.","Parliamentarian/Parlementaire",20548,36.36,,
"British Columbia/Colombie-Britannique","North Vancouver","John Nelson N.D.P./N.P.D.","North Vancouver, BC/C.-B.","Consultant/Consultant",8967,15.87,,
"British Columbia/Colombie-Britannique","North Vancouver","Peggy Stortz Green Party/Parti Vert","West Vancouver, BC/C.-B.","Teacher/Entertainer/Enseignante/artiste de spectacle",4114,7.28,,
"British Columbia/Colombie-Britannique","North Vancouver","Andres Esteban Barker Canadian Action/Action canadienne","North Vancouver, BC/C.-B.","Municipal Worker/Travailleur municipal",181,.32,,
"British Columbia/Colombie-Britannique","North Vancouver","Michael Hill Marxist-Leninist/Marxiste-Léniniste","Vancouver, BC/C.-B.","Dispatcher/Répartiteur",77,.14,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Stockwell Day ** Conservative/conservateur","Penticton, BC/C.-B.","Parliamentarian/Parlementaire",24220,49.79,     13008,  26.7
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Vanessa Sutton Liberal/Libéral","Penticton, BC/C.-B.","Administrator/Administratrice",11212,23.05,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Joyce Procure N.D.P./N.P.D.","Westbank, BC/C.-B.","Registered Nurse/Infirmière autorisée",9509,19.55,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Harry Naegel Green Party/Parti Vert","Penticton, BC/C.-B.","Orchardist/Arboriculteur fruitier",2896,5.95,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Jack William Peach Marijuana Party/Parti Marijuana","Kelowna, BC/C.-B.","Contractor/Entrepreneur",548,1.13,,
"British Columbia/Colombie-Britannique","Okanagan--Coquihalla","Lelannd Haver Canadian Action/Action canadienne","Westbank, BC/C.-B.","Business Consultant/Conseiller en affaires",259,.53,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","James Moore ** Conservative/conservateur","Coquitlam, BC/C.-B.","Parliamentarian/Parlementaire",18664,40.94,      6219,  13.6
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Kwangyul Peck Liberal/Libéral","Port Moody, BC/C.-B.","Economist/Économiste",12445,27.3,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Charley King N.D.P./N.P.D.","Port Coquitlam, BC/C.-B.","Teacher/Enseignant",12023,26.38,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Richard Voigt Green Party/Parti Vert","Port Coquitlam, BC/C.-B.","Truck Driver/Camionneur",1971,4.32,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Lewis Dahlby Libertarian/Libertarien","Port Coquitlam, BC/C.-B.","Business Person/Homme d'affaires",276,.61,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Pat Goff Canadian Action/Action canadienne","North Vancouver, BC/C.-B.","Retired/Retraitée",111,.24,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","George Gidora Communist/Communiste","Coquitlam, BC/C.-B.","Political Organizer/Organisateur politique",94,.21,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Jay Hill ** Conservative/conservateur","Fort St. John, BC/C.-B.","Parliamentarian/Parlementaire",21281,58.71,     13780,  38.0
"British Columbia/Colombie-Britannique","Prince George--Peace River","Michael Hunter N.D.P./N.P.D.","Tumbler Ridge, BC/C.-B.","Educator/Éducateur",7501,20.7,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Arleene Thorpe Liberal/Libéral","Dawson Creek, BC/C.-B.","Retired/Retraitée",4988,13.76,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Hilary Crowley Green Party/Parti Vert","Summit Lake, BC/C.-B.","Physiotherapist (Retired)/Physiothérapeute (retraitée)",2073,5.72,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Harley J. Harasym Canadian Action/Action canadienne","Pouce Coupe, BC/C.-B.","Maintenance Supervisor/Surveillant de l'entretien",301,.83,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Tara Rimstad Marxist-Leninist/Marxiste-Léniniste","Vancouver, BC/C.-B.","Student/Étudiante",101,.28,,
"British Columbia/Colombie-Britannique","Richmond","Raymond Chan Liberal/Libéral","Richmond, BC/C.-B.","Business Person/Homme d'affaires",18204,44.48,      3747,   9.2
"British Columbia/Colombie-Britannique","Richmond","Alice Wong Conservative/conservateur","Richmond, BC/C.-B.","Administrator/Administratrice",14457,35.33,,
"British Columbia/Colombie-Britannique","Richmond","Dale Jackaman N.D.P./N.P.D.","Richmond, BC/C.-B.","Information Technology Director/Directeur de la technologie de l'information",6142,15.01,,
"British Columbia/Colombie-Britannique","Richmond","Stephen H.F. Kronstein Green Party/Parti Vert","Richmond, BC/C.-B.","Film Crew/Équipe de tournage",1743,4.26,,
"British Columbia/Colombie-Britannique","Richmond","Allan Warnke Canadian Action/Action canadienne","Richmond, BC/C.-B.","College Professor/Professeur au collège",376,.92,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Gary Lunn ** Conservative/conservateur","North Saanich, BC/C.-B.","Lawyer/Avocat",22050,34.58,      4968,   7.8
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","David Mulroney Liberal/Libéral","Victoria, BC/C.-B.","Prosecutor/Procureur  ",17082,26.79,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Jennifer Burgis N.D.P./N.P.D.","Victoria, BC/C.-B.","Public Policy Consultant/Conseillère en politique publique",13763,21.58,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Andrew Lewis Green Party/Parti Vert","Salt Spring Island, BC/C.-B.","Landscape Contractor/Entrepreneur paysagiste",10662,16.72,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Mary Moreau Independent/Indépendant","Sidney, BC/C.-B.","Homemaker/Femme au foyer",214,.34,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Nathan Cullen N.D.P./N.P.D.","Smithers, BC/C.-B.","Consultant/Consultant",13706,37.14,      1272,   3.4
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Andy Burton ** Conservative/conservateur","Terrace, BC/C.-B.","Parliamentarian/Parlementaire",12434,33.7,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Miles Richardson Liberal/Libéral","Prince Rupert, BC/C.-B.","Consultant/Consultant",7965,21.59,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Rod Taylor Christian Heritage Party/Parti de l'Héritage Chrétien","Smithers, BC/C.-B.","Quality Control Coordinator/Coordonnateur du contrôle de la qualité",1408,3.82,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Roger Colin Benham Green Party/Parti Vert","Telkwa, BC/C.-B.","Photographer/Photographe",1225,3.32,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Frank Martin Marxist-Leninist/Marxiste-Léniniste","Harrison Hot Springs, BC/C.-B.","Woodcarver/Sculpteur sur bois",161,.44,,
"British Columbia/Colombie-Britannique","Southern Interior","Jim Gouk ** Conservative/conservateur","Castlegar, BC/C.-B.","Parliamentarian/Parlementaire",16940,36.6,       680,   1.5
"British Columbia/Colombie-Britannique","Southern Interior","Alex Atamanenko N.D.P./N.P.D.","Castlegar, BC/C.-B.","Teacher (Retired)/Enseignant (retraité)",16260,35.13,,
"British Columbia/Colombie-Britannique","Southern Interior","Doug Stanley Liberal/Libéral","Trail, BC/C.-B.","President/Président",8310,17.96,,
"British Columbia/Colombie-Britannique","Southern Interior","Scott Leyland Green Party/Parti Vert","Rossland, BC/C.-B.","Physiotherapist/Physiothérapeute ",3663,7.91,,
"British Columbia/Colombie-Britannique","Southern Interior","Robert Schuster Independent/Indépendant","Osoyoos, BC/C.-B.","Sales Manager/Gestionnaire des ventes",591,1.28,,
"British Columbia/Colombie-Britannique","Southern Interior","Karine Cyr Marijuana Party/Parti Marijuana","Plessisville, QC/Qué.","Student/Étudiante",391,.84,,
"British Columbia/Colombie-Britannique","Southern Interior","Farlie Paynter Canadian Action/Action canadienne","Westbank, BC/C.-B.","Orchardist/Arboriculteur fruitier",87,.19,,
"British Columbia/Colombie-Britannique","Southern Interior","Brian Sproule Marxist-Leninist/Marxiste-Léniniste","Vancouver, BC/C.-B.","Health Care Worker/Travailleur de la santé",39,.08,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Russ Hiebert Conservative/conservateur","Surrey, BC/C.-B.","Attorney/Avocat",22760,42.67,      3149,   5.9
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Judy Higginbotham Liberal/Libéral","Surrey, BC/C.-B.","City Councillor/Conseillère municipale",19611,36.77,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","H. Pummy Kaur N.D.P./N.P.D.","Fort Langley, BC/C.-B.","Educator/Éducatrice",7663,14.37,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Romeo De La Pena Green Party/Parti Vert","Surrey, BC/C.-B.","Urban Planner/Urbaniste",3032,5.68,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Pat Taylor Canadian Action/Action canadienne","Surrey, BC/C.-B.","Self-employed /Travailleuse autonome",272,.51,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Chuck Cadman ** No Affiliation/Aucune appartenance","Surrey, BC/C.-B.","Parliamentarian/Parlementaire",15089,43.8,      6777,  19.7
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Jim Karpoff N.D.P./N.P.D.","Surrey, BC/C.-B.","Health Consultant/Consultant dans le domaine de la santé",8312,24.13,,
