Province,Electoral District/Circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"British Columbia/Colombie-Britannique","Pitt Meadows--Maple Ridge--Mission","Frank Martin Marxist-Leninist/Marxiste-Léniniste","Harrison Hot Springs, B.C./C.-B.","Carver/Sculpteur",95,.18,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","James Moore ** Conservative/Conservateur","Port Moody, B.C./C.-B.","Parliamentarian/Parlementaire",19961,41.12,      6827,  14.1
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Jon Kingsbury Liberal/Libéral","Coquitlam, B.C./C.-B.","Businessman/Homme d'affaires",13134,27.06,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Mary Woo Sims N.D.P./N.P.D.","Coquitlam, B.C./C.-B.","Consultant/Consultante",11196,23.07,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Greg Watrich Independent/Indépendant","Port Coquitlam, B.C./C.-B.","Clerk/Commis",2317,4.77,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Scott Froom Green Party/Parti Vert","Port Moody, B.C./C.-B.","Special Education Assistant/Health Care Worker/Assistant (éduc. spéc.)-Travailleur (santé)",1623,3.34,,
"British Columbia/Colombie-Britannique","Port Moody--Westwood--Port Coquitlam","Lewis Dahlby Libertarian/Libertarien","Port Coquitlam, B.C./C.-B.","Businessman/Homme d'affaires",309,.64,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Jay Hill ** Conservative/Conservateur","Fort St. John, B.C./C.-B.","Parliamentarian/Parlementaire",22412,59.89,     16035,  42.8
"British Columbia/Colombie-Britannique","Prince George--Peace River","Malcolm James Crockett N.D.P./N.P.D.","Victoria, B.C./C.-B.","Social Worker/Travailleur social",6377,17.04,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Nathan Bauder Liberal/Libéral","Fort Nelson, B.C./C.-B.","Lawyer/Avocat",5889,15.74,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Hilary Crowley Green Party/Parti Vert","Summit Lake, B.C./C.-B.","Physiotherapist/Physiothérapeute",2394,6.4,,
"British Columbia/Colombie-Britannique","Prince George--Peace River","Donna Young Independent/Indépendant","Dawson Creek, B.C./C.-B.","Bookkeeper/Aide-comptable",351,.94,,
"British Columbia/Colombie-Britannique","Richmond","Raymond Chan ** Liberal/Libéral","Richmond, B.C./C.-B.","Engineer/Ingénieur",18712,42.83,      1808,   4.1
"British Columbia/Colombie-Britannique","Richmond","Darrel Robert Reid Conservative/Conservateur","Richmond, B.C./C.-B.","Administrator/Administrateur",16904,38.69,,
"British Columbia/Colombie-Britannique","Richmond","Neil Smith N.D.P./N.P.D.","Richmond, B.C./C.-B.","Electronics Technician/Technicien en électronique",6106,13.98,,
"British Columbia/Colombie-Britannique","Richmond","Richard Mathias Green Party/Parti Vert","Richmond, B.C./C.-B.","Physician/Médecin",1967,4.5,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Gary Vincent Lunn ** Conservative/Conservateur","North Saanich, B.C./C.-B.","Lawyer/Carpenter/Avocat-Menuisier",24416,37.15,      6971,  10.6
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Jennifer Burgis N.D.P./N.P.D.","Victoria, B.C./C.-B.","Consultant/Consultante",17445,26.54,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Sheila Orr Liberal/Libéral","Victoria, B.C./C.-B.","Self-employed/Travailleuse indépendante",17144,26.09,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Andrew Lewis Green Party/Parti Vert","Salt Spring Island, B.C./C.-B.","Landscape Contractor/Entrepreneur en aménagement paysager",6533,9.94,,
"British Columbia/Colombie-Britannique","Saanich--Gulf Islands","Patricia O'Brien WBP/WBP","Victoria, B.C./C.-B.","Registered Nurse/Infirmière diplômée",183,.28,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Nathan Cullen ** N.D.P./N.P.D.","Smithers, B.C./C.-B.","Small Businessman/Homme d'affaires en petites entreprises",18496,48.33,      5866,  15.3
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Mike Scott Conservative/Conservateur","Terrace, B.C./C.-B.","Contractor/Entrepreneur",12630,33,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Gordon Stamp-Vincent Liberal/Libéral","Prince Rupert, B.C./C.-B.","Mortgage Specialist/Spécialiste des hypothèques",4845,12.66,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Rod Taylor Christian Heritage Party/Parti de l'Héritage Chrétien","Smithers, B.C./C.-B.","Quality Control Coordinator/Coordonnateur du contrôle de la qualité",1235,3.23,,
"British Columbia/Colombie-Britannique","Skeena--Bulkley Valley","Phil Brienesse Green Party/Parti Vert","Smithers, B.C./C.-B.","Food and Beverage Manager/Gestionnaire (aliments et breuvages)",1064,2.78,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Russ Hiebert ** Conservative/Conservateur","Surrey, B.C./C.-B.","Parliamentarian/Parlementaire",26383,46.68,      9047,  16.0
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Jim McMurtry Liberal/Libéral","Surrey, B.C./C.-B.","Teacher/Enseignant",17336,30.67,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Libby Thornton N.D.P./N.P.D.","Surrey, B.C./C.-B.","Educator/Éducatrice",9525,16.85,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Pierre Rovtar Green Party/Parti Vert","Surrey, B.C./C.-B.","Self-employed/Travailleur indépendant",2980,5.27,,
"British Columbia/Colombie-Britannique","South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale","Brian Marlatt PC Party/Parti PC","Surrey, B.C./C.-B.","Food Service Manager/Gestionnaire des services alimentaires",293,.52,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Penny Priddy N.D.P./N.P.D.","Surrey, B.C./C.-B.","College Instructor/Instructrice au niveau collégial",16307,45.69,      6443,  18.1
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","David Matta Conservative/Conservateur","Surrey, B.C./C.-B.","College Instructor/Instructeur au niveau collégial",9864,27.64,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Surjit Kooner Liberal/Libéral","Surrey, B.C./C.-B.","Retired Teacher/Enseignant retraité",6991,19.59,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Roy Whyte Green Party/Parti Vert","Abbotsford, B.C./C.-B.","Small Business Owner/Propriétaire de petite entreprise",961,2.69,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Nina Rivet Independent/Indépendant","Surrey, B.C./C.-B.","Retired/Disability/Retraitée-Handicap",512,1.43,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","John Baloun Independent/Indépendant","Surrey, B.C./C.-B.","Insurance Agent/Agent d'assurance",420,1.18,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Kevin Pielak Christian Heritage Party/Parti de l'Héritage Chrétien","Surrey, B.C./C.-B.","Teacher/Enseignant",411,1.15,,
"British Columbia/Colombie-Britannique","Surrey North/Surrey-Nord","Nikolas Langlands PC Party/Parti PC","Surrey, B.C./C.-B.","Warehouse Manager/Gérant d'entrepôt",221,.62,,
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","Hedy Fry ** Liberal/Libéral","Vancouver, B.C./C.-B.","Physician/Médecin",25013,43.8,      8639,  15.1
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","Svend Robinson N.D.P./N.P.D.","Vancouver, B.C./C.-B.","Advocate/Intervenant",16374,28.67,,
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","Tony Fogarassy Conservative/Conservateur","Vancouver, B.C./C.-B.","Lawyer/Avocat",11684,20.46,,
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","Jared Evans Green Party/Parti Vert","Vancouver, B.C./C.-B.","Retail Supervisor/Superviseur de la vente au détail",3340,5.85,,
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","John Clarke Libertarian/Libertarien","Burnaby, B.C./C.-B.","Warehouse Man/Commis d'entrepôt",304,.53,,
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","Heathcliff Dionysus Campbell Marijuana Party/Parti Marijuana","Vancouver, B.C./C.-B.","Consultant/Consultant",259,.45,,
"British Columbia/Colombie-Britannique","Vancouver Centre/Vancouver-Centre","Joe Pal Christian Heritage Party/Parti de l'Héritage Chrétien","Surrey, B.C./C.-B.","Realtor/Courtier en immeubles",130,.23,,
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est","Libby Davies ** N.D.P./N.P.D.","Vancouver, B.C./C.-B.","Parliamentarian/Parlementaire",23927,56.57,     14020,  33.1
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est","David Carl Haggard Liberal/Libéral","Burnaby, B.C./C.-B.","Consultant/Consultant",9907,23.42,,
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est","Elizabeth M. Pagtakhan Conservative/Conservateur","Vancouver, B.C./C.-B.","Businesswoman/Femme d'affaires",5631,13.31,,
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est","Christine Ellis Green Party/Parti Vert","North Vancouver, B.C./C.-B.","Student/Étudiante",2536,6,,
"British Columbia/Colombie-Britannique","Vancouver East/Vancouver-Est","Bryce Bartholomew Canadian Action/Action canadienne","Vancouver, B.C./C.-B.","Currency Trader/Cambiste",293,.69,,
"British Columbia/Colombie-Britannique","Vancouver Island North/Île de Vancouver-Nord","Catherine Bell N.D.P./N.P.D.","Cumberland, B.C./C.-B.","Cook/Cuisinière",23552,41.73,       616,   1.1
"British Columbia/Colombie-Britannique","Vancouver Island North/Île de Vancouver-Nord","John Duncan ** Conservative/Conservateur","Campbell River, B.C./C.-B.","Parliamentarian/Parlementaire",22936,40.64,,
"British Columbia/Colombie-Britannique","Vancouver Island North/Île de Vancouver-Nord","Jim Mitchell Liberal/Libéral","Gold River, B.C./C.-B.","Driver/Chauffeur",7239,12.83,,
"British Columbia/Colombie-Britannique","Vancouver Island North/Île de Vancouver-Nord","Michael Mascall Green Party/Parti Vert","Heriot Bay, B.C./C.-B.","Consultant/Consultant",2715,4.81,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","David Emerson ** Liberal/Libéral","Vancouver, B.C./C.-B.","Economist/Économiste",20062,43.45,      4592,   9.9
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Ian Waddell N.D.P./N.P.D.","Vancouver, B.C./C.-B.","Lawyer/Avocat",15470,33.51,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Kanman Wong Conservative/Conservateur","Vancouver, B.C./C.-B.","Computer Consultant/Consultant en informatique",8679,18.8,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Arno Schortinghuis Green Party/Parti Vert","Vancouver, B.C./C.-B.","Self-employed/Travailleur indépendant",1307,2.83,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Matt Kadioglu Libertarian/Libertarien","North Vancouver, B.C./C.-B.","Realtor/Courtier en immeubles",277,.6,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Kimball Cariou Communist/Communiste","Vancouver, B.C./C.-B.","Editor/Rédacteur",162,.35,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Connie Fogal Canadian Action/Action canadienne","Vancouver, B.C./C.-B.","Lawyer/Avocate",143,.31,,
"British Columbia/Colombie-Britannique","Vancouver Kingsway","Donna Petersen Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./C.-B.","School Secretary/Secrétaire d'école",68,.15,,
"British Columbia/Colombie-Britannique","Vancouver Quadra","Stephen Owen ** Liberal/Libéral","Vancouver, B.C./C.-B.","Parliamentarian/Parlementaire",28655,49.14,     11811,  20.3
"British Columbia/Colombie-Britannique","Vancouver Quadra","Stephen Rogers Conservative/Conservateur","Vancouver, B.C./C.-B.","Retired/Retraité",16844,28.89,,
"British Columbia/Colombie-Britannique","Vancouver Quadra","David Askew N.D.P./N.P.D.","Vancouver, B.C./C.-B.","Chemical Engineer/Ingénieur chimiste ",9379,16.08,,
"British Columbia/Colombie-Britannique","Vancouver Quadra","Ben West Green Party/Parti Vert","Vancouver, B.C./C.-B.","Filmmaker/Cinéaste",2974,5.1,,
"British Columbia/Colombie-Britannique","Vancouver Quadra","Betty Krawczyk Independent/Indépendant","Vancouver, B.C./C.-B.","Writer/Écrivaine",263,.45,,
"British Columbia/Colombie-Britannique","Vancouver Quadra","Marc Boyer Marijuana Party/Parti Marijuana","Vancouver, B.C./C.-B.","Political Party Fundraiser/Agent de financement de parti politique",158,.27,,
"British Columbia/Colombie-Britannique","Vancouver Quadra","Donovan Young Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./C.-B.","Student/Étudiant",41,.07,,
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud","Ujjal Dosanjh ** Liberal/Libéral","Vancouver, B.C./C.-B.","Parliamentarian/Parlementaire",20991,48.05,      9135,  20.9
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud","Tarlok Sablok Conservative/Conservateur","Vancouver, B.C./C.-B.","Notary Public/Notaire public",11856,27.14,,
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud","Bev Meslo N.D.P./N.P.D.","Vancouver, B.C./C.-B.","Advocate/Intervenante",9205,21.07,,
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud","Doug Perry Green Party/Parti Vert","Vancouver, B.C./C.-B.","Self-employed/Travailleur indépendant",1435,3.28,,
"British Columbia/Colombie-Britannique","Vancouver South/Vancouver-Sud","Charles Boylan Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./C.-B.","Teacher/Enseignant",202,.46,,
"British Columbia/Colombie-Britannique","Victoria","Denise Savoie N.D.P./N.P.D.","Victoria, B.C./C.-B.","Educator/Éducatrice",23839,38.46,      6783,  10.9
"British Columbia/Colombie-Britannique","Victoria","David Mulroney Liberal/Libéral","Victoria, B.C./C.-B.","Lawyer/Avocat",17056,27.52,,
"British Columbia/Colombie-Britannique","Victoria","Robin Baird Conservative/Conservateur","Victoria, B.C./C.-B.","Crown Prosecutor/Procureur de la Couronne",15249,24.6,,
"British Columbia/Colombie-Britannique","Victoria","Ariel Lade Green Party/Parti Vert","Victoria, B.C./C.-B.","Economist/Économiste",5036,8.13,,
"British Columbia/Colombie-Britannique","Victoria","Fred Mallach Marijuana Party/Parti Marijuana","Victoria, B.C./C.-B.","Architectural Technologist/Technologue en architecture ",311,.5,,
"British Columbia/Colombie-Britannique","Victoria","Saul Andersen Independent/Indépendant","Victoria, B.C./C.-B.","Taxi Driver/Chauffeur de taxi",282,.45,,
"British Columbia/Colombie-Britannique","Victoria","Bruce Burnett WBP/WBP","Victoria, B.C./C.-B.","Musician/Musicien",208,.34,,
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country","Blair Wilson Liberal/Libéral","West Vancouver, B.C./C.-B.","Chartered Accountant/Comptable agréé",23867,37.51,       976,   1.5
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country","John Weston Conservative/Conservateur","West Vancouver, B.C./C.-B.","Lawyer/Avocat",22891,35.97,,
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country","Judith Wilson N.D.P./N.P.D.","Gibsons, B.C./C.-B.","Lawyer/Avocate",12766,20.06,,
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country","Silvaine Zimmermann Green Party/Parti Vert","Bowen Island, B.C./C.-B.","Administrative Assistant/Adjointe administrative",3966,6.23,,
"British Columbia/Colombie-Britannique","West Vancouver--Sunshine Coast--Sea to Sky Country","Anne Jamieson Marxist-Leninist/Marxiste-Léniniste","Powell River, B.C./C.-B.","Registered Nurse/Infirmière diplômée",145,.23,,
"Yukon","Yukon","Larry Bagnell ** Liberal/Libéral","Whitehorse, Y.T./Yn","Parliamentarian/Parlementaire",6847,48.52,      3481,  24.7
"Yukon","Yukon","Pam Boyde N.D.P./N.P.D.","Whitehorse, Y.T./Yn","Businesswoman/Consultant/Femme d'affaires-Consultante",3366,23.85,,
"Yukon","Yukon","Sue Greetham Conservative/Conservateur","Marsh Lake, Y.T./Yn","Entrepreneur/Entrepreneure",3341,23.67,,
"Yukon","Yukon","Philippe LeBlond Green Party/Parti Vert","Whitehorse, Y.T./Yn","Bicycle Shop Owner/Sculptor/Propriétaire de magasin de bicyclettes-sculpteur",559,3.96,,
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic","Dennis Bevington N.D.P./N.P.D.","Fort Smith, N.W.T./T.N.-O.","Business Person/Personne d'affaires",6802,42.16,      1159,   7.2
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic","Ethel Blondin-Andrew ** Liberal/Libéral","Yellowknife, N.W.T./T.N.-O.","Parliamentarian/Parlementaire",5643,34.98,,
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic","Richard Edjericon Conservative/Conservateur","Yellowknife, N.W.T./T.N.-O.","Self-employed/Travailleur indépendant",3200,19.84,,
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic","Alexandre Beaudin Green Party/Parti Vert","Yellowknife, N.W.T./T.N.-O.","Photographer/Photographe",338,2.1,,
"Northwest Territories/Territoires du Nord-Ouest","Western Arctic","Jan H. van der Veen Independent/Indépendant","Fort Simpson, N.W.T./T.N.-O.","Economist/Économiste",149,.92,,
"Nunavut","Nunavut","Nancy Karetak-Lindell ** Liberal/Libéral","Arviat, Nun./Nt","Parliamentarian/Parlementaire",3673,39.98,      1003,  10.9
"Nunavut","Nunavut","David Aglukark Sr. Conservative/Conservateur","Arviat, Nun./Nt","Self-employed/Travailleur indépendant",2670,29.06,,
"Nunavut","Nunavut","Bill Riddell N.D.P./N.P.D.","Iqaluit, Nun./Nt","Consultant/Consultant",1576,17.15,,
"Nunavut","Nunavut","D. Ed deVries Marijuana Party/Parti Marijuana","Iqaluit, Nun./Nt","Traditional Healer/Guérisseur traditionnel",724,7.88,,
"Nunavut","Nunavut","Feliks Kappi Green Party/Parti Vert","Rankin Inlet, Nun./Nt","Student/Étudiant",544,5.92,,
